X,Y,objectid,numero_estacion,nombre_estacion,coordenada_x_estacion,coordenada_y_estacion,ubicacion_estacion,troncal_estacion,numero_vagones_estacion,numero_accesos_estacion,biciestacion_estacion,capacidad_biciestacion_estacion,tipo_estacion,biciparqueadero_estacion,latitud_estacion,longitud_estacion,globalid,created_user,created_date,last_edited_user,last_edited_date,codigo_nodo_estacion,componente_wifi,componente_aplificacion,log_replica
-74.1295447993976,4.5935688094538,107,07006,General Santander,994225.7629,999709.2032,AutoSur-Kr43,NQS,4,1,1,48,2,1,4.59356881,-74.1295448,{62FF42DB-FD2B-404E-B68D-8420A21F7951},,,,,7006,Valor SI al campo,,
-74.1693979868057,4.59701268579803,108,07000,Portal del Sur,989803.5272,1000090.4772,AutoSur-Kr 82,NQS,0,0,1,220,1,1,4.59701269,-74.16939799,{42FCD157-1F16-4F6B-8774-07E3EDDD3B5F},,,,,7000,Valor SI al campo,,
-74.0970083933887,4.56571810967296,109,10000,Portal 20 de Julio,997836.0595,996629.2544,Kra 5 a Cl 33 Sur,Cr 7-10,0,0,1,216,1,1,4.56571811,-74.09700839,{6411EA21-81F2-4DA5-9188-C8BFB56BA9E5},,,,,10500,Valor SI al campo,,
-74.0711404665779,4.70653717316555,110,03007,Humedal Córdoba,1000706.4471,1012201.2159,Av Suba Cl 119,Suba,2,1,0,0,4,0,4.70653717,-74.07114047,{B1F00793-4215-4A98-9A98-B1AFB8968568},,,,,3007,Valor SI al campo,,
-74.1354184565152,4.56833577113367,111,08001,Parque,993573.7711,996918.9482,Calle 55 Sur,Tunal,2,1,0,0,4,0,4.56833577,-74.13541846,{572A69F2-2C37-4036-9B1A-E076D24E586E},,,,,8001,Valor SI al campo,,
-74.0869209536273,4.58625693638222,112,10004,Policarpa,998955.4783,998900.443,Kra 10- Cl3 sur,Cr 7-10,2,2,0,0,4,0,4.58625694,-74.08692095,{6DF3987A-1ADB-446F-9067-84D61FE50A49},,,,,10004,Valor SI al campo,,
-74.0692264594369,4.61524712039083,113,10009,Museo Nacional,1000918.9183,1002106.2172,Kra 7- Cl32,Cr 7-10,0,1,0,0,4,0,4.61524712,-74.06922646,{8E08FD2C-A5E8-4EE5-81D1-EFA48D7180F6},,,,,10009,Valor SI al campo,,
-74.0862201374238,4.59504554342286,114,09108,Hospital,999033.2565,999872.2984,Calle 4 - Calle 2,Caracas,2,1,0,0,4,0,4.59504554,-74.08622014,{ABE53C55-F997-4ABC-AD34-4862B94D9A81},,,,,9108,Valor SI al campo,,
-74.1132599179179,4.66902134453803,115,06002,Normandía,996033.2243,1008052.7496,carrera 73a,Calle 26,4,1,0,0,4,0,4.66902134,-74.11325992,{B275FCA6-2E77-4A22-9003-1161B048A9D3},,,,,6002,Valor SI al campo,,
-74.1649711640451,4.59577568831044,116,07001,Perdomo,990294.728,999953.6265,AutoSur-Kr78C,NQS,2,1,0,0,4,0,4.59577569,-74.16497116,{61AAA51C-F036-4D99-B895-E3DCA2F52D47},,,,,7001,Valor SI al campo,,
-74.0902375162808,4.59084027663984,117,09107,Hortúa,998587.4635,999407.2808,Calle 1 Sur - Calle 3 Sur,Caracas,2,2,0,0,4,0,4.59084028,-74.09023752,{B3BAE53E-3586-4D52-95FD-88F5F8375C0E},,,,,9107,Valor SI al campo,,
-74.11939097825,4.53171457490271,118,09000,Portal de Usme,995352.0772,992869.2056,Calle 65C Sur,Caracas,0,0,0,0,1,0,4.53171458,-74.11939098,{84A849F8-F7AC-4340-94CB-796846021FE9},,,,,9000,Valor SI al campo,,
-74.0845844104445,4.69089971757193,119,04103,Ferias,999214.8694,1010471.9998,Transversal  67 Bis,Calle 80,1,1,0,0,4,0,4.69089972,-74.08458441,{E2254DE4-9BB4-44F6-96A6-3BD971A8663D},,,,,4103,Valor SI al campo,,
-74.0667693895375,4.63755688214794,120,09118,Marly,1001191.5198,1004573.2678,Calle 51 - Calle 49,Caracas,3,2,0,0,4,0,4.63755688,-74.06676939,{F9726C5B-D453-4DAC-ADC3-E196B6A2A772},,,,,9118,Valor SI al campo,,
-74.1646061787565,4.63317191000658,121,05001,Patio Bonito,990335.734,1004088.9552,av.Cali - Calle 40 sur,Americas,4,2,0,0,4,0,4.63317191,-74.16460618,{08E91FE5-B06D-42D7-BC1A-E71D3C65DAF5},,,,,5001,Valor SI al campo,,
-74.1392401904401,4.56957145498919,122,08000,Portal del Tunal,993149.6917,997055.6271,Av. Boyaca,Tunal,0,0,0,0,1,0,4.56957146,-74.13924019,{B30EAA23-4E9C-4FA9-A2B2-B3DD171F677A},,,,,8000,Valor SI al campo,,
-74.0993984146057,4.58296368349343,123,09105,Fucha,997570.9003,998536.3008,Calle 13 Sur - Calle 16 Su,Caracas,2,1,0,0,4,0,4.58296368,-74.09939841,{97103412-19BE-41CE-95A1-23DBEAA6BD70},,,,,9105,Valor SI al campo,,
-74.0914817444897,4.69665459943687,124,04101,Minuto de Dios,998449.6291,1011108.396,Carrera 73 A,Calle 80,1,1,0,0,4,0,4.6966546,-74.09148174,{2C99DD9E-CDF5-404D-A308-862E8F38F0D9},,,,,4101,Valor SI al campo,,
-74.173058452396,4.62938130206542,125,05000,Portal de las Américas,989397.8277,1003669.9042,av.Cali - Calle 43 sur,Americas,0,0,1,785,1,1,4.6293813,-74.17305845,{F5D6839F-4E24-41DA-9CDB-E6695E1AC7AF},,,,,5000,Valor SI al campo,,
-74.0684014294093,4.6025797484377,126,14005,Las Aguas,1001010.4823,1000705.442,carrera 4,Eje Ambiental,1,2,0,0,3,0,4.60257975,-74.06840143,{F9FE2D46-3B0E-4573-B201-518759A3B60E},,,,,14005,Valor SI al campo,,
-74.0942788928034,4.74681506387591,127,03000,Portal de Suba,998139.4242,1016655.2375,Av Suba Av C. Cali,Suba,0,0,1,324,1,1,4.74681506,-74.09427889,{FE62F830-742F-43FE-8689-225325CA6CF8},,,,,3000,Valor SI al campo,,
-74.0747265572573,4.7213621215039,128,03005,Suba - AV. Boyacá,1000308.5759,1013840.5824,Av Suba Av Boyaca,Suba,2,2,0,0,4,0,4.72136212,-74.07472656,{2A589BA2-1BC9-412B-A19D-F9CCC1C1608A},,,,,3005,Valor SI al campo,,
-74.1246952499068,4.57096376034115,129,09004,Santa Lucía,994763.7255,997209.4679,Calle 46A Sur - Diagonal 4,Caracas,2,2,0,0,4,0,4.57096376,-74.12469525,{79BCF4D9-3955-4B51-8220-7ED32D4BA0D3},,,,,9004,Valor SI al campo,,
-74.0670659762404,4.67654190668667,130,03014,San Martín,1001158.5475,1008884.2936,Av Suba Cl 81,Suba,2,1,0,0,4,0,4.67654191,-74.06706598,{A4FD2EFA-6A3D-4929-B2B7-A6FF0F2B40CF},,,,,3014,Valor SI al campo,,
-74.0673095387839,4.60464285849769,131,06111,Universidades,1001131.6384,1000933.5853,carrera 4,Calle 26,2,2,0,0,3,0,4.60464286,-74.06730954,{18CF8D0E-B271-4272-8498-9B1F1474DAFF},,,,,6111,Valor SI al campo,,
-74.1026111159888,4.6016671664805,132,07113,Santa Isabel,997214.4724,1000604.5699,Kr 30 Av 3,NQS,2,1,0,0,4,0,4.60166717,-74.10261112,{503F366F-6753-4C5A-8410-3F44C414437B},,,,,7113,Valor SI al campo,,
-74.0631525600425,4.68457457896704,133,03012,Suba - Calle 95,1001592.7282,1009772.5676,Av Suba Cl 97,Suba,2,1,0,0,4,0,4.68457458,-74.06315256,{E79709CE-7D66-4A70-B85A-7EC71213B208},,,,,3012,Valor SI al campo,,
-74.1046401515891,4.6256689147459,134,12000,Puente Aranda,996989.4255,1003258.7268,calle 13 carrera 47,Americas,2,1,0,0,4,0,4.62566891,-74.10464015,{CF93DDE1-D9C6-40D0-A714-95DF9A0D8418},,,,,12000,Valor SI al campo,,
-74.1143770815714,4.57679575078242,135,09101,Quiroga,995908.7432,997854.3104,Calle 31 Sur - Calle 32 Su,Caracas,2,1,0,0,4,0,4.57679575,-74.11437708,{BE492F02-40C8-4F4C-9B28-AC9DB7A0AF7B},,,,,9101,Valor SI al campo,,
-74.0671414357004,4.69329093725361,136,03010,Puentelargo,1001150.1478,1010736.4295,Av Suba Tv 48,Suba,2,1,0,0,4,0,4.69329094,-74.06714144,{0A930F12-505B-4759-9CB4-F4951ED24A08},,,,,3010,Valor SI al campo,,
-74.0774061180051,4.60101831025173,137,10006,San Victorino,1000011.2959,1000532.7695,Kra 10- Cl12,Cr 7-10,3,2,0,0,4,0,4.60101831,-74.07740612,{EAA9BB41-4ADC-4F1C-90A0-87CEEDB0A7D8},,,,,10006,Valor SI al campo,,
-74.156875173478,4.59625493385417,138,07002,Centro Comercial Paseo Villa del Río - Madelena,991193.098,1000006.5174,AutoSur-Kr67,NQS,2,1,0,0,4,0,4.59625493,-74.15687517,{DBB00BB3-CC9C-4EB6-AE19-445643E4939B},,,,,7002,Valor SI al campo,,
-74.2054604568363,4.58598282663535,139,07503,San Mateo,985801.6742,998871.3923,soacha,Soacha,3,1,1,650,2,1,4.58598283,-74.20546046,{667031D6-05CD-4877-B67A-A7E84FF54E8F},,,,,7503,Valor SI al campo,,
-74.1474079794275,4.59509630641343,140,07003,Sevillana,992243.603,999878.285,Sevillana,NQS,2,1,0,0,4,0,4.59509631,-74.14740798,{BFD31B27-BC7D-4C11-9E6F-1194F7DB3BDA},,,,,7003,Valor SI al campo,,
-74.0647044028963,4.68050120918969,141,03013,Rionegro,1001420.5593,1009322.1242,Av Suba Cl 87,Suba,2,1,0,0,4,0,4.68050121,-74.0647044,{EDE53DA0-92A0-4022-BB3B-4B923CA3CDDA},,,,,3013,Valor SI al campo,,
-74.0698391891041,4.69924028994618,142,03009,Suba - Calle 116,1000850.8283,1011394.3153,Av Suba Cll 114,Suba,2,1,0,0,4,0,4.69924029,-74.06983919,{F9D7F2ED-8EA0-4C82-A2BC-279533BC3A5E},,,,,3009,Valor SI al campo,,
-74.0843192067536,4.59019014430741,143,10010,San Bernardo,999244.1864,999335.3793,Kra 10- Cl1b  sur,Cr 7-10,2,2,0,0,4,0,4.59019014,-74.08431921,{3F41BFA1-62D1-4269-8551-3CF9A50DEF5F},,,,,10010,Valor SI al campo,,
-74.1106425459727,4.5973705235716,144,07009,SENA,996323.2583,1000129.4773,AutoSur-Cl 17 S,NQS,2,1,0,0,4,0,4.59737052,-74.11064255,{DE976F15-2C50-4396-9775-C881DBD0691E},,,,,7009,Valor SI al campo,,
-74.0867122575791,4.60981799088002,145,12004,San Fason Carrera 22,998978.6699,1001505.8574,Av. Americas -Carrera 22,Americas,2,2,0,0,4,0,4.60981799,-74.08671226,{C8F73928-2752-48D4-9483-22BB6A632632},,,,,12004,Valor SI al campo,,
-74.1255732090374,4.56465806494611,146,09003,Socorro,994666.2537,996512.182,Carrera 16B - Carrera 14A,Caracas,2,2,0,0,4,0,4.56465807,-74.12557321,{21385525-A7DE-4947-84C5-13B47354EA84},,,,,9003,Valor SI al campo,,
-74.0808536025439,4.73543402324895,147,03003,21 Ángeles,999628.8228,1015396.6792,Av Suba Cl 136,Suba,2,1,0,0,4,0,4.73543402,-74.0808536,{5979BDED-AFD3-4A92-BD68-71CAFE2E1082},,,,,3003,Valor SI al campo,,
-74.0697535508591,4.62158594027495,148,09115,Calle 34,1000860.4241,1002807.1726,Avenida Calle 34 - Calle 3,Caracas,3,2,0,0,4,0,4.62158594,-74.06975355,{FA72C80D-3AC6-44AD-8B5C-488452D5287A},,,,,9115,Valor SI al campo,,
-74.1426496597451,4.59556711085458,149,07004,Venecia,992771.6106,999930.2974,AutoSur-Av 54,NQS,2,1,0,0,4,0,4.59556711,-74.14264966,{1232BDBD-D8A6-4583-8226-9E58769A72DF},,,,,7004,Valor SI al campo,,
